Run_Date,Avg_Total_Veh_Tunnel,Avg_Total_Veh_M30,Avg_Speed_Tunnel,Avg_Speed_Surface
2019-04-14T11:00:00Z,1224.4166666666667,5255.416666666667,62.818333333333335,79.61083333333333
2019-04-14T12:00:00Z,1192.9166666666667,5461.416666666667,63.75,79.945
2019-04-14T13:00:00Z,772.25,3977.5833333333335,64.975,82.27833333333334
2019-04-14T14:00:00Z,776.6666666666666,3303.5833333333335,64.73833333333333,82.90416666666667
2019-04-14T15:00:00Z,1020.9166666666666,4162.333333333333,63.30083333333334,81.35583333333334
2019-04-14T16:00:00Z,1104.5,4942.583333333333,62.910833333333336,80.13583333333334
2019-04-14T17:00:00Z,1189.0833333333333,4928.75,63.240833333333335,79.76583333333333
2019-04-14T18:00:00Z,1156.8333333333333,4953.333333333333,62.96333333333333,78.96666666666667
2019-04-14T19:00:00Z,1145.8333333333333,4965,63.2675,78.05166666666666
2019-04-14T20:00:00Z,763.6666666666666,3771.0833333333335,64.29583333333333,79.9275
2019-04-14T21:00:00Z,451,2460.8333333333335,65.2075,82.64333333333333
2019-04-14T22:00:00Z,278.9166666666667,1643.75,64.50333333333333,82.2475
2019-04-14T23:00:00Z,143.91666666666666,902.0833333333334,65.58333333333333,83.4125
2019-04-15T00:00:00Z,76.58333333333333,531.3333333333334,66.14166666666667,85.34
2019-04-15T01:00:00Z,60.583333333333336,470.5,66.46833333333333,86.01166666666667
2019-04-15T02:00:00Z,72.41666666666667,461.9166666666667,67.5775,86.08583333333333
2019-04-15T03:00:00Z,138.5,670.6666666666666,67.95583333333333,85.31
2019-04-15T04:00:00Z,690.9166666666666,2381.0833333333335,64.94,85.07249999999999
2019-04-15T05:00:00Z,1678.9166666666667,6369.833333333333,55.93,78.35416666666666
2019-04-15T06:00:00Z,1571.75,7298.916666666667,61.615833333333335,76.185
2019-04-15T07:00:00Z,1290.75,6731.333333333333,63.19916666666666,77.15666666666667
2019-04-15T08:00:00Z,1103.5,5376.25,63.001666666666665,78.18333333333334
2019-04-15T09:00:00Z,1204.0833333333333,5676.75,62.635,77.4425
2019-04-15T10:00:00Z,1215.25,5524.25,63.17166666666667,77.405
2019-04-15T11:00:00Z,1215.5,5777.916666666667,63.29083333333333,78.18083333333334
2019-04-15T12:00:00Z,1418.5833333333333,6574.916666666667,63.95,78.20833333333334
2019-04-15T13:00:00Z,1345,6151.166666666667,63.97083333333333,78.8025
2019-04-15T14:00:00Z,1197.9166666666667,5363.333333333333,63.565,79.39
2019-04-15T15:00:00Z,1423.0833333333333,6525.333333333333,62.5225,76.23666666666666
2019-04-15T16:00:00Z,1772.75,7999,61.498333333333335,70.83166666666666
2019-04-15T17:00:00Z,1454.3333333333333,7085,62.7125,73.07833333333333
2019-04-15T18:00:00Z,1132.4166666666667,5292.833333333333,63.483333333333334,77.8425
2019-04-15T19:00:00Z,900,4437.583333333333,63.9275,78.9525
2019-04-15T20:00:00Z,594.1666666666666,3108.4166666666665,65.23166666666667,81.11916666666667
2019-04-15T21:00:00Z,360,1997,66.15833333333333,82.92
2019-04-15T22:00:00Z,187.41666666666666,1223.9166666666667,66.02916666666667,84.05833333333334
2019-04-15T23:00:00Z,95,671.0833333333334,67.38583333333334,84.64666666666666
2019-04-16T00:00:00Z,53.333333333333336,441.5833333333333,65.4975,85.29916666666666
2019-04-16T01:00:00Z,45.5,386.5833333333333,67.0975,86.77083333333333
2019-04-16T02:00:00Z,56.666666666666664,432.5,66.595,84.85666666666667
2019-04-16T03:00:00Z,126.66666666666667,702.4166666666666,67.16583333333334,85.5775
2019-04-16T04:00:00Z,670.8333333333334,2580.4166666666665,66.50083333333333,83.70166666666667
2019-04-16T05:00:00Z,1340.4166666666667,6107,63.76083333333333,78.03083333333333
2019-04-16T06:00:00Z,1444.6666666666667,7032.166666666667,63.53666666666667,75.7325
2019-04-16T07:00:00Z,1265.25,6622.666666666667,62.77916666666667,75.90833333333333
2019-04-16T08:00:00Z,1134.6666666666667,5541.333333333333,62.36833333333333,77.81333333333333
2019-04-16T09:00:00Z,1180.25,5583.5,61.6475,77.53083333333333
2019-04-16T10:00:00Z,1232.75,5837.666666666667,61.9325,77.69166666666666
2019-04-16T11:00:00Z,1242.75,6006.416666666667,62.49666666666667,78.0375
2019-04-16T12:00:00Z,1487.75,6822.916666666667,62.803333333333335,78.69500000000001
2019-04-16T13:00:00Z,1349.1666666666667,6703.25,63.248333333333335,78.31416666666667
2019-04-16T14:00:00Z,1261.4166666666667,6127.666666666667,62.879999999999995,78.72666666666667
2019-04-16T15:00:00Z,1427.3333333333333,7076.666666666667,62.41166666666667,76.15916666666666
2019-04-16T16:00:00Z,1735,8663.333333333334,61.65,69.63250000000001
2019-04-16T17:00:00Z,1462.8181818181818,7131.181818181818,62.550909090909094,73.30818181818182
2019-04-16T18:00:00Z,1263.25,5878.583333333333,63.065,77.93833333333333
2019-04-16T19:00:00Z,965.5833333333334,5003.75,63.969166666666666,78.585
2019-04-16T20:00:00Z,654.3333333333334,3592,65.35833333333333,80.28833333333334
